transaction_id,item_name,quantity,procurement_method,unit_price,average_price,supplier,procurement_officer,transaction_date
225,Stopwatch digital,8402,Competitive Bidding,597.76,587.22,Martinez-Martinez,Angela Renee Mendoza,2024-10-21
226,Pipette 10ml,5960,Competitive Bidding,882.65,914.14,Love-Jones,Alex Rivera,2024-07-06
227,Beaker 50ml,7666,Competitive Bidding,791.85,836.08,Santos-Thompson,Casey Hernandez,2024-08-17
228,Laboratory Spatula stainless steel,7212,Competitive Bidding,604.52,553.62,"Wallace, Sanchez and Harrington",Angela Ramirez,2025-03-09
229,Beaker 50ml,1164,Competitive Bidding,863.29,836.08,"Mitchell, Carroll and Swanson",Angela Ramirez,2024-05-13
230,Dropper Bottle 50ml,7836,Competitive Bidding,450.42,423.92,Parker Group,Casey Hernandez,2024-12-26
231,Fire Blanket,1608,Limited Source Bidding,1136.22,1134.78,Smith Ltd,Angela Renee Mendoza,2024-10-16
232,Dropper Bottle 50ml,8218,Limited Source Bidding,465.72,423.92,Valencia-Cruz,Jamie Thompson,2024-05-13
233,Copper Sulfate,6630,Competitive Bidding,1660.47,1804.88,"Williams, Powell and Rose",Morgan Cruz,2024-07-02
234,Spring Scale 500g,1163,Competitive Bidding,695.63,729.57,"Roberts, Rogers and Bowers",Taylor Martinez,2024-12-28
235,Beaker 100ml,2004,Limited Source Bidding,919.95,855.46,Lopez LLC,Alex Rivera,2024-11-25
236,Pipette 10ml,6393,Competitive Bidding,829.51,914.14,Young-Williams,Sophia Christine Navarro,2024-06-08
237,Laboratory Spatula stainless steel,8489,Competitive Bidding,567.72,553.62,Bush LLC,Sophia Christine Navarro,2025-02-26
238,Tuning Fork 256 Hz,4357,Negotiated Procurement,781.66,689.02,Hall-Hicks,Luke Andrew Navarro,2024-07-06
239,Laboratory Safety Goggles,9211,Negotiated Procurement,658.38,711.31,Morris and Sons,Angela Ramirez,2024-10-03
240,Beaker 50ml,9983,Direct Contracting,834.37,836.08,Patterson-Tucker,Angela Renee Mendoza,2024-04-09
241,Test Tube Rack,4199,Competitive Bidding,1081.57,1114.18,Munoz Group,Angela Ramirez,2025-01-24
242,Prism glass,5583,Competitive Bidding,692.46,704.14,"Johnson, Myers and Allen",Christine Bautista,2025-02-02
243,Beaker 50ml,4552,Limited Source Bidding,829.08,836.08,"Morton, Rodriguez and Mcgee",Christine Bautista,2025-02-19
244,Lens Set convex concave,2244,Competitive Bidding,836.57,860.27,"Mckinney, Thompson and Zhang",Sophia Christine Navarro,2025-03-20
245,Laboratory Rubber Stoppers,9806,Limited Source Bidding,493.58,533.34,Ritter PLC,Angela Ramirez,2024-11-06
246,Laboratory Gloves nitrile box of 100,1318,Competitive Bidding,494.19,520.13,Hodges-Gomez,Angela Renee Mendoza,2024-11-13
247,Beaker 50ml,6611,Limited Source Bidding,844.63,836.08,Collins Group,Christine Bautista,2024-08-07
248,Hydrochloric Acid Science Laboratory,5909,Competitive Bidding,1617.61,1780.24,Mcdonald-Johnson,Casey Hernandez,2024-11-21
249,Ammeter basic,6161,Competitive Bidding,1268.93,1158.64,"Parsons, Sloan and Mills",Luke Andrew Navarro,2025-01-26
250,Petri Dishes pack of 20,7807,Negotiated Procurement,706.58,738.19,"Gross, Ballard and Holland",Taylor Martinez,2025-01-27
251,Laboratory Rubber Stoppers,6992,Competitive Bidding,510.31,533.34,Mullins and Sons,Jamie Thompson,2024-12-03
252,Stopwatch digital,4769,Competitive Bidding,571.6,587.22,Hernandez Ltd,James Patrick Mendoza,2025-03-04
253,pH Meter basic,8233,Direct Contracting,699.69,693.84,Garcia-Elliott,Sophia Christine Navarro,2024-11-29
254,Universal Indicator Solution 100ml,4743,Limited Source Bidding,1058.41,1161.55,Dean-Perez,Morgan Cruz,2025-02-23
255,Test Tube 15ml,4800,Negotiated Procurement,698.37,819.28,"Hudson, Ruiz and Alvarado",Alex Rivera,2025-03-21
256,Triple Beam Balance,6475,Limited Source Bidding,3309.47,3201.97,Dominguez and Sons,Jamie Thompson,2025-02-23
257,Laboratory Alcohol Burner,1049,Competitive Bidding,536.43,574.0,Miller-Lopez,Luke Andrew Navarro,2024-12-22
258,Bunsen Burner,5522,Negotiated Procurement,1174.16,1198.4,Mendoza Inc,Jamie Thompson,2025-01-31
259,Bar Magnet pair,4144,Competitive Bidding,441.56,450.69,Marshall and Sons,James Patrick Mendoza,2024-08-18
260,Beaker 50ml,6402,Competitive Bidding,852.37,836.08,Stewart-Tyler,Angela Ramirez,2024-04-20
261,Triple Beam Balance,3335,Negotiated Procurement,3311.61,3201.97,Freeman-Guerrero,Alex Rivera,2025-04-03
262,Erlenmeyer Flask 250ml,9940,Competitive Bidding,1237.29,1280.16,"Powell, Wolf and Carpenter",Angela Renee Mendoza,2024-07-17
263,Laboratory Gloves nitrile box of 100,1228,Limited Source Bidding,519.88,520.13,Thomas Ltd,Angela Renee Mendoza,2024-04-27
264,Copper Sulfate,5312,Competitive Bidding,1673.72,1804.88,Warren-Taylor,Sophia Christine Navarro,2024-09-07
265,Laboratory Aprons pack of 10,3644,Competitive Bidding,3142.85,3094.0,Lee PLC,Angela Ramirez,2024-10-06
266,Stopwatch digital,6637,Negotiated Procurement,642.08,587.22,"Day, Sims and Farley",Taylor Martinez,2024-09-19
267,Fire Blanket,3230,Limited Source Bidding,1160.61,1134.78,Simon and Sons,Casey Hernandez,2024-12-18
268,Lab Manual - Grade 10 Science,5902,Competitive Bidding,1465.42,1436.51,Taylor Inc,Angela Ramirez,2024-11-13
269,Prism glass,8814,Negotiated Procurement,749.24,704.14,Larson-Austin,Jamie Thompson,2024-11-10
270,Funnel plastic 100mm,9554,Competitive Bidding,687.65,739.87,Russell and Sons,Christine Bautista,2024-07-13
271,Filter Paper pack of 100,3534,Limited Source Bidding,600.87,582.4,"Joseph, Smith and Sanchez",Morgan Cruz,2025-03-03
272,Test Tube Brush,4422,Limited Source Bidding,412.54,407.9,"Rivas, Harris and Knapp",Angela Ramirez,2024-09-20
273,Bunsen Burner,2373,Competitive Bidding,1261.95,1198.4,Tapia Group,Morgan Cruz,2024-12-28
274,Tuning Fork 256 Hz,4378,Negotiated Procurement,733.45,689.02,Richardson-Hernandez,Sophia Christine Navarro,2025-01-16
275,Erlenmeyer Flask 250ml,4986,Limited Source Bidding,1285.92,1280.16,Logan-Taylor,Angela Renee Mendoza,2025-01-28
276,Ammeter basic,5066,Competitive Bidding,1067.46,1158.64,Cooper-Cox,Jamie Thompson,2024-06-28
277,Laboratory Alcohol Burner,4208,Competitive Bidding,614.77,574.0,Fletcher-Davidson,Alex Rivera,2024-10-04
278,Laboratory Spatula stainless steel,7875,Competitive Bidding,503.59,553.62,"Evans, Palmer and Martin",Christine Bautista,2024-08-23
279,Laboratory Agar Powder 100g,4970,Limited Source Bidding,2151.72,2046.24,"Smith, Lester and Burns",Morgan Cruz,2024-06-16
280,Ammeter basic,4625,Competitive Bidding,1176.08,1158.64,"Adams, Bailey and Allen",Angela Renee Mendoza,2024-10-30
281,Bunsen Burner,8791,Competitive Bidding,1195.93,1198.4,"Higgins, Smith and Harris",Alex Rivera,2024-08-14
282,Pipette 10ml,7181,Limited Source Bidding,901.46,914.14,Mcbride-George,Taylor Martinez,2024-06-06
283,Stopwatch digital,5083,Limited Source Bidding,533.76,587.22,Murphy Inc,Jamie Thompson,2025-01-27
284,Bunsen Burner,2379,Negotiated Procurement,1325.35,1198.4,"Jensen, Cross and Rodriguez",Morgan Cruz,2024-11-12
285,Thermometer (-10 to 110C),9897,Limited Source Bidding,987.88,934.64,Evans-Thomas,Angela Renee Mendoza,2024-06-18
286,Dissecting Kit,6250,Negotiated Procurement,942.61,856.35,Norris-Jenkins,Angela Renee Mendoza,2024-06-06
287,Test Tube Rack,6625,Competitive Bidding,1058.67,1114.18,"Myers, Morgan and Soto",Morgan Cruz,2025-01-07
288,Test Tube Rack,1355,Negotiated Procurement,1128.06,1114.18,"Powers, Gonzalez and Tyler",Angela Ramirez,2024-10-14
289,Compound Microscope (1000x),8677,Competitive Bidding,5719.81,5498.64,Roth-Kim,Casey Hernandez,2024-08-20
290,Universal Indicator Solution 100ml,6625,Negotiated Procurement,1184.04,1161.55,Schneider PLC,Jamie Thompson,2025-02-09
291,Hydrochloric Acid Science Laboratory,5091,Limited Source Bidding,1730.44,1780.24,"Rodriguez, Stevenson and Stokes",Jamie Thompson,2024-04-10
292,Beaker 50ml,6327,Competitive Bidding,816.68,836.08,Cuevas LLC,Luke Andrew Navarro,2025-01-14
293,pH Meter basic,6414,Direct Contracting,777.4,693.84,"Griffin, Rollins and Gonzalez",Luke Andrew Navarro,2024-05-17
294,Test Tube Rack,4372,Direct Contracting,1173.29,1114.18,Myers-Fuller,Sophia Christine Navarro,2024-12-14
295,pH Meter basic,5931,Competitive Bidding,692.75,693.84,Rodriguez-Johnson,James Patrick Mendoza,2025-04-05
296,Litmus Paper,2789,Competitive Bidding,374.51,413.84,"Cole, Heath and Mullins",Alex Rivera,2024-10-03
297,Laboratory Agar Powder 100g,3067,Competitive Bidding,1977.56,2046.24,"Stein, Graham and Oneal",Angela Renee Mendoza,2024-05-07
298,Lab Manual - Grade 10 Science,7972,Negotiated Procurement,1473.36,1436.51,"Thompson, Lewis and Oconnell",Christine Bautista,2024-11-28
299,Litmus Paper,5811,Negotiated Procurement,381.95,413.84,Ramirez PLC,Jamie Thompson,2024-12-17
300,Hot Plate basic,6576,Limited Source Bidding,1783.84,1701.84,Lee-Stein,Taylor Martinez,2025-01-09
301,Laboratory Safety Goggles,2825,Competitive Bidding,729.9,711.31,"Nelson, Mcknight and Jimenez",Luke Andrew Navarro,2024-04-18
302,Bar Magnet pair,1685,Limited Source Bidding,428.37,450.69,Kemp-Haas,Alex Rivera,2024-05-03
303,Dissecting Kit,8775,Competitive Bidding,794.55,856.35,"Monroe, West and Fischer",Luke Andrew Navarro,2024-07-26
304,Fire Blanket,6881,Negotiated Procurement,1146.87,1134.78,Potter-Roberts,Angela Renee Mendoza,2025-01-30
305,Funnel plastic 100mm,6740,Competitive Bidding,812.34,739.87,"Torres, Bryant and Carter",Morgan Cruz,2025-04-04
306,pH Meter basic,7886,Competitive Bidding,687.51,693.84,Phillips-Hernandez,Morgan Cruz,2024-06-09
307,Laboratory Gloves nitrile box of 100,8468,Competitive Bidding,525.07,520.13,Hudson-Evans,Taylor Martinez,2025-01-28
308,Tuning Fork 256 Hz,4742,Negotiated Procurement,592.24,689.02,West PLC,Angela Renee Mendoza,2024-08-19
309,Universal Indicator Solution 100ml,1244,Competitive Bidding,1102.96,1161.55,Powell Inc,Casey Hernandez,2024-12-17
310,Test Tube 15ml,8492,Competitive Bidding,829.19,819.28,Kidd-Walters,Jamie Thompson,2024-04-28
311,Beaker 250ml,8525,Competitive Bidding,1092.43,1208.93,Durham-Cohen,Angela Renee Mendoza,2024-06-17
312,Test Tube Rack,8165,Competitive Bidding,1070.94,1114.18,Sanford PLC,Angela Ramirez,2024-04-21
313,Filter Paper pack of 100,4449,Negotiated Procurement,568.34,582.4,"Moreno, Bailey and Smith",Alex Rivera,2024-12-15
314,Pipette 10ml,2238,Limited Source Bidding,837.67,914.14,Adams LLC,Morgan Cruz,2025-02-01
315,Triple Beam Balance,2723,Competitive Bidding,3175.05,3201.97,Joseph-Moody,Luke Andrew Navarro,2024-12-23
316,Hot Plate basic,3089,Limited Source Bidding,1690.36,1701.84,Kline Ltd,Morgan Cruz,2024-09-07
317,Triple Beam Balance,8005,Negotiated Procurement,2980.02,3201.97,Lewis-Howard,Angela Renee Mendoza,2024-07-08
318,Petri Dishes pack of 20,9189,Competitive Bidding,749.26,738.19,Norton-Clark,Christine Bautista,2024-10-24
319,Tuning Fork 256 Hz,2911,Limited Source Bidding,709.3,689.02,"Clark, Williams and Cortez",Angela Renee Mendoza,2025-01-08
320,Test Tube Brush,9673,Competitive Bidding,432.97,407.9,Deleon-Wilcox,Angela Renee Mendoza,2025-01-31
321,Hot Plate basic,4329,Competitive Bidding,1611.63,1701.84,"Pearson, Guerra and Johnson",Angela Ramirez,2024-08-14
322,Tuning Fork 256 Hz,4536,Limited Source Bidding,699.58,689.02,"Evans, Nelson and Ingram",Taylor Martinez,2024-07-07
323,Tuning Fork 256 Hz,2139,Competitive Bidding,748.11,689.02,Mccormick-Mitchell,James Patrick Mendoza,2024-12-17
324,Test Tube 15ml,8676,Negotiated Procurement,878.81,819.28,Rivera PLC,Angela Renee Mendoza,2025-02-07
325,Bar Magnet pair,5650,Negotiated Procurement,502.98,450.69,Marshall-Ramsey,Christine Bautista,2024-10-23
326,Laboratory Spatula stainless steel,4212,Negotiated Procurement,618.87,553.62,Schmitt-Herring,Jamie Thompson,2024-06-24
327,Beaker 250ml,1455,Competitive Bidding,1281.69,1208.93,Maxwell and Sons,Luke Andrew Navarro,2025-02-04
328,Dissecting Kit,1164,Competitive Bidding,937.94,856.35,"Chan, French and Thomas",Alex Rivera,2024-09-18
329,Petri Dishes pack of 20,2091,Competitive Bidding,795.77,738.19,Lopez-Caldwell,Angela Ramirez,2024-07-05
330,Compound Microscope (1000x),6513,Direct Contracting,5184.26,5498.64,"Mills, Mitchell and Cain",Sophia Christine Navarro,2024-04-29
331,Universal Indicator Solution 100ml,7209,Competitive Bidding,1092.32,1161.55,Nielsen Inc,James Patrick Mendoza,2024-07-24
332,Bar Magnet pair,2243,Competitive Bidding,413.69,450.69,Sanford Group,Christine Bautista,2024-04-24
333,Filter Paper pack of 100,3320,Competitive Bidding,573.37,582.4,Mcclain-Underwood,Casey Hernandez,2024-11-12
334,Dissecting Kit,6474,Negotiated Procurement,864.68,856.35,"Coleman, Wood and Bauer",Alex Rivera,2024-07-10
335,Laboratory Rubber Stoppers,8908,Negotiated Procurement,527.06,533.34,Blankenship-Smith,Casey Hernandez,2024-06-06
336,Bar Magnet pair,9696,Limited Source Bidding,453.81,450.69,Ramos-Lopez,Morgan Cruz,2025-03-04
337,Pipette 10ml,8407,Limited Source Bidding,941.86,914.14,Fernandez Inc,Taylor Martinez,2025-03-25
338,Spring Scale 500g,4795,Negotiated Procurement,784.2,729.57,Hart Inc,Angela Renee Mendoza,2024-06-24
339,Fire Blanket,4281,Negotiated Procurement,1029.82,1134.78,Meyer-Walker,Angela Renee Mendoza,2024-09-30
340,Hot Plate basic,2622,Competitive Bidding,1709.09,1701.84,Castillo-Shaw,Alex Rivera,2024-09-14
341,Prism glass,3748,Competitive Bidding,711.55,704.14,Cox and Sons,Casey Hernandez,2024-12-12
342,Test Tube Rack,3485,Direct Contracting,956.45,1114.18,Fleming-Miller,Alex Rivera,2024-05-01
343,Microscope Slides,6663,Competitive Bidding,517.47,513.74,"Lopez, Duffy and Doyle",Casey Hernandez,2024-11-30
344,Beaker 50ml,5367,Limited Source Bidding,848.87,836.08,Jones-Wilson,Angela Ramirez,2024-08-28
345,Laboratory Rubber Stoppers,1487,Competitive Bidding,564.37,533.34,Mccormick-Johnson,Luke Andrew Navarro,2024-06-24
346,Microscope Coverslips box of 100,1566,Negotiated Procurement,613.52,641.2,"Rose, Weber and Snyder",Taylor Martinez,2024-07-30
347,Bunsen Burner,1652,Competitive Bidding,1209.96,1198.4,"Allen, Bush and Walker",Jamie Thompson,2024-11-02
348,Hot Plate basic,1264,Competitive Bidding,1657.27,1701.84,"Escobar, Oliver and Moore",James Patrick Mendoza,2024-07-04
349,Spring Scale 500g,7039,Negotiated Procurement,811.83,729.57,Sims-Morgan,Angela Renee Mendoza,2024-09-02
350,Iron Filings 250g,6671,Competitive Bidding,988.98,933.07,"Hampton, Lam and Mckenzie",Sophia Christine Navarro,2025-01-19
351,Hot Plate basic,2518,Limited Source Bidding,1613.44,1701.84,Harmon PLC,Morgan Cruz,2024-08-11
352,Lens Set convex concave,8155,Direct Contracting,906.98,860.27,"Bryant, Munoz and Clay",Sophia Christine Navarro,2024-04-20
353,Beaker 100ml,3358,Limited Source Bidding,823.7,855.46,Chapman Inc,Angela Ramirez,2024-09-27
354,Litmus Paper,7748,Competitive Bidding,405.38,413.84,Hansen-Yang,Angela Renee Mendoza,2024-11-12
355,Test Tube 15ml,3144,Negotiated Procurement,845.52,819.28,Newman LLC,Angela Ramirez,2024-11-26
356,Universal Indicator Solution 100ml,2499,Direct Contracting,1260.88,1161.55,Rodriguez-Conley,Alex Rivera,2024-09-20
357,Graduated Cylinder 100ml,7146,Competitive Bidding,662.43,651.28,Johnson-Gomez,Morgan Cruz,2024-12-23
358,Thermometer (-10 to 110C),8717,Negotiated Procurement,986.09,934.64,Cohen-Lyons,Christine Bautista,2024-08-16
359,Refracting Telescope 70mm,2859,Limited Source Bidding,4795.96,4826.42,Howard-Lamb,Sophia Christine Navarro,2024-09-07
360,Voltmeter basic,4610,Limited Source Bidding,834.32,777.73,Horn Ltd,Casey Hernandez,2024-05-06
361,Petri Dishes pack of 20,7287,Competitive Bidding,734.2,738.19,Lindsey Ltd,Sophia Christine Navarro,2024-06-18
362,Dropper Bottle 50ml,7113,Competitive Bidding,436.09,423.92,Kennedy PLC,Casey Hernandez,2024-12-22
363,Laboratory Rubber Stoppers,8552,Negotiated Procurement,539.66,533.34,Martinez-Jarvis,Sophia Christine Navarro,2024-09-24
364,Laboratory Alcohol Burner,2902,Competitive Bidding,536.05,574.0,"Turner, Phillips and Smith",James Patrick Mendoza,2024-11-10
365,Filter Paper pack of 100,3077,Competitive Bidding,556.2,582.4,Allen LLC,Sophia Christine Navarro,2024-07-04
366,Stopwatch digital,2338,Negotiated Procurement,517.19,587.22,"Ortega, Wilkins and Barker",Casey Hernandez,2024-09-24
367,Prism glass,9241,Competitive Bidding,745.13,704.14,Jenkins PLC,Morgan Cruz,2024-06-15
368,Dissecting Kit,7551,Limited Source Bidding,904.45,856.35,Robinson Inc,Luke Andrew Navarro,2024-06-26
369,Triple Beam Balance,4258,Negotiated Procurement,3099.0,3201.97,Dillon-Barajas,Casey Hernandez,2025-02-16
370,Fire Blanket,6857,Limited Source Bidding,1244.96,1134.78,Higgins-Adams,Luke Andrew Navarro,2024-04-29
371,Fire Blanket,2212,Limited Source Bidding,1247.48,1134.78,Wright-Jackson,Alex Rivera,2025-01-23
372,Lens Set convex concave,2190,Competitive Bidding,836.18,860.27,Nguyen-Mitchell,Sophia Christine Navarro,2024-05-12
373,Laboratory Spatula stainless steel,9632,Competitive Bidding,601.92,553.62,"Patton, Lee and Alvarez",Morgan Cruz,2024-05-07
374,Prism glass,6557,Competitive Bidding,691.33,704.14,Barnes Group,Luke Andrew Navarro,2024-12-16
375,Triple Beam Balance,7814,Limited Source Bidding,3176.22,3201.97,Campbell and Sons,Alex Rivera,2024-05-05
376,Dropper Bottle 50ml,5171,Competitive Bidding,405.22,423.92,Davis-Guerra,Sophia Christine Navarro,2025-02-17
377,Dropper Bottle 50ml,3234,Direct Contracting,482.44,423.92,Cummings-Robles,Angela Renee Mendoza,2024-06-28
378,Voltmeter basic,5205,Direct Contracting,870.79,777.73,Hawkins Inc,Taylor Martinez,2025-03-09
379,Litmus Paper,2914,Competitive Bidding,441.05,413.84,"Johnson, Aguirre and Murphy",Taylor Martinez,2024-10-06
380,Stopwatch digital,8967,Competitive Bidding,609.18,587.22,"Weber, Ramirez and Kennedy",Angela Ramirez,2024-08-01
381,Test Tube 15ml,5559,Limited Source Bidding,859.92,819.28,Hamilton-Fisher,Angela Ramirez,2025-02-21
382,Bunsen Burner,8389,Competitive Bidding,1261.26,1198.4,Vargas-Patton,Christine Bautista,2024-07-10
383,Litmus Paper,5743,Competitive Bidding,399.92,413.84,"Long, Osborn and Hart",Angela Renee Mendoza,2024-08-18
384,Laboratory Gloves nitrile box of 100,4910,Negotiated Procurement,579.37,520.13,Johnson-Marquez,Sophia Christine Navarro,2025-01-27
385,Laboratory Rubber Stoppers,7363,Competitive Bidding,585.57,533.34,Krause-Whitaker,Alex Rivera,2024-08-12
386,Erlenmeyer Flask 250ml,2266,Competitive Bidding,1334.72,1280.16,"Rodriguez, Jackson and Shannon",Angela Ramirez,2024-08-30
387,Prism glass,2909,Competitive Bidding,688.3,704.14,Vargas-Brown,Angela Renee Mendoza,2024-06-24
388,Laboratory Alcohol Burner,2587,Competitive Bidding,583.13,574.0,"Hubbard, Juarez and Bell",Sophia Christine Navarro,2024-04-28
389,Voltmeter basic,8227,Competitive Bidding,700.48,777.73,"Jensen, Olson and Garcia",Angela Ramirez,2024-05-18
390,Tuning Fork 256 Hz,7670,Competitive Bidding,703.72,689.02,Clay-English,Alex Rivera,2024-08-09
391,Petri Dishes pack of 20,4357,Competitive Bidding,716.2,738.19,Aguirre-Adams,Luke Andrew Navarro,2024-11-11
392,Dissecting Kit,8613,Negotiated Procurement,733.41,856.35,Lucero-Smith,Morgan Cruz,2024-09-02
393,Fire Blanket,9909,Negotiated Procurement,1003.7,1134.78,Richardson Inc,Luke Andrew Navarro,2025-02-12
394,Beaker 100ml,4112,Limited Source Bidding,901.2,855.46,Kramer-Miller,Morgan Cruz,2025-01-12
395,Graduated Cylinder 100ml,5504,Negotiated Procurement,657.32,651.28,Daniels and Sons,Jamie Thompson,2024-07-06
396,Thermometer (-10 to 110C),3972,Competitive Bidding,940.35,934.64,Kaufman Ltd,Sophia Christine Navarro,2024-12-14
397,Test Tube Rack,6440,Competitive Bidding,1213.85,1114.18,Robertson Ltd,Alex Rivera,2024-09-25
398,Spring Scale 500g,8514,Negotiated Procurement,765.29,729.57,Hancock Inc,Angela Ramirez,2024-11-07
399,Prism glass,1916,Negotiated Procurement,717.81,704.14,Miller-George,James Patrick Mendoza,2024-06-23
400,Lab Manual - Grade 10 Science,6395,Limited Source Bidding,1327.01,1436.51,Gray Group,Taylor Martinez,2024-11-08
401,Beaker 250ml,4781,Competitive Bidding,1165.2,1208.93,Hawkins-Parks,Angela Renee Mendoza,2024-08-29
402,Laboratory Gloves nitrile box of 100,5065,Direct Contracting,476.58,520.13,Parker LLC,Sophia Christine Navarro,2024-04-18
403,Dropper Bottle 50ml,5187,Competitive Bidding,416.91,423.92,Ponce PLC,Sophia Christine Navarro,2024-07-14
404,Laboratory Agar Powder 100g,3751,Competitive Bidding,1929.98,2046.24,Green-Snyder,James Patrick Mendoza,2025-03-20
405,Petri Dishes pack of 20,9508,Competitive Bidding,683.58,738.19,"Barrera, Washington and Rogers",Luke Andrew Navarro,2024-10-17
406,Litmus Paper,4659,Competitive Bidding,446.02,413.84,Phillips-Thomas,Sophia Christine Navarro,2024-08-10
407,Laboratory Alcohol Burner,1285,Limited Source Bidding,558.65,574.0,Duran PLC,Morgan Cruz,2024-06-14
408,Beaker 100ml,5863,Competitive Bidding,842.46,855.46,Figueroa and Sons,Alex Rivera,2024-11-05
409,Iron Filings 250g,6587,Competitive Bidding,1021.87,933.07,"Dixon, George and Richards",Angela Renee Mendoza,2024-09-06
410,Laboratory Rubber Stoppers,7134,Limited Source Bidding,488.58,533.34,Foster-Olson,Jamie Thompson,2024-09-21
411,Lab Manual - Grade 10 Science,5582,Limited Source Bidding,1372.5,1436.51,"Gray, Lopez and Hurley",Christine Bautista,2024-04-14
412,Refracting Telescope 70mm,9264,Competitive Bidding,4673.84,4826.42,Graham Ltd,Angela Ramirez,2024-08-26
413,Hydrochloric Acid Science Laboratory,2590,Limited Source Bidding,1706.59,1780.24,Harris-Hunt,Casey Hernandez,2025-02-20
414,Ammeter basic,8546,Direct Contracting,1248.58,1158.64,Vega LLC,James Patrick Mendoza,2024-12-06
415,Test Tube Rack,6717,Negotiated Procurement,1204.63,1114.18,Alvarado LLC,Luke Andrew Navarro,2024-05-02
416,Copper Sulfate,2723,Competitive Bidding,1644.93,1804.88,Collins-Gonzalez,Angela Renee Mendoza,2024-12-12
417,Stopwatch digital,3171,Competitive Bidding,550.8,587.22,Bell LLC,Christine Bautista,2025-01-26
418,Petri Dishes pack of 20,9341,Limited Source Bidding,703.14,738.19,Rodriguez Group,James Patrick Mendoza,2025-01-17
419,Tuning Fork 256 Hz,7191,Competitive Bidding,732.23,689.02,Martinez-Rodriguez,Angela Renee Mendoza,2024-09-19
420,Refracting Telescope 70mm,6807,Competitive Bidding,5115.01,4826.42,Sanchez-Jackson,Sophia Christine Navarro,2024-08-01
421,Stopwatch digital,8823,Negotiated Procurement,547.4,587.22,"Esparza, Wong and Clark",Sophia Christine Navarro,2025-03-14
422,Beaker 50ml,4456,Limited Source Bidding,780.74,836.08,"Schwartz, Scott and Copeland",Angela Renee Mendoza,2024-04-13
423,Spring Scale 500g,3807,Limited Source Bidding,667.25,729.57,Mooney Ltd,Luke Andrew Navarro,2024-09-16
424,Microscope Coverslips box of 100,8516,Competitive Bidding,637.61,641.2,Vasquez-Johnson,Luke Andrew Navarro,2025-02-20
425,Spring Scale 500g,1892,Limited Source Bidding,758.72,729.57,"Ortiz, Hart and Davis",Taylor Martinez,2025-01-09
426,Laboratory Spatula stainless steel,2296,Negotiated Procurement,535.42,553.62,Guzman PLC,Morgan Cruz,2024-11-02
427,Spring Scale 500g,9395,Limited Source Bidding,791.87,729.57,Villarreal-Castillo,Angela Ramirez,2025-03-23
428,Funnel plastic 100mm,7658,Competitive Bidding,810.18,739.87,"Palmer, Goodman and Gonzalez",Angela Ramirez,2024-05-12
429,Laboratory Aprons pack of 10,6602,Limited Source Bidding,3148.21,3094.0,"Rollins, Martinez and Wade",Sophia Christine Navarro,2024-05-25
430,Spring Scale 500g,4064,Competitive Bidding,752.4,729.57,Mccarthy-Cobb,Christine Bautista,2024-04-20
431,Fire Blanket,1075,Competitive Bidding,1036.9,1134.78,Warner Inc,Sophia Christine Navarro,2024-09-27
432,Microscope Coverslips box of 100,4864,Limited Source Bidding,584.97,641.2,Lopez-Lowe,Angela Renee Mendoza,2024-08-30
433,Beaker 100ml,8864,Competitive Bidding,900.21,855.46,"Nicholson, Taylor and Ferguson",James Patrick Mendoza,2024-12-31
434,Filter Paper pack of 100,6057,Limited Source Bidding,577.78,582.4,Martinez-Terry,Luke Andrew Navarro,2024-05-16
435,Test Tube Brush,1367,Limited Source Bidding,408.29,407.9,Brooks-Hartman,Casey Hernandez,2024-04-28
436,Fire Blanket,1913,Limited Source Bidding,1136.88,1134.78,Harris PLC,Angela Renee Mendoza,2024-08-06
437,Spring Scale 500g,7452,Competitive Bidding,759.37,729.57,Johnson-Livingston,Jamie Thompson,2024-06-05
438,Pipette 10ml,7936,Competitive Bidding,850.17,914.14,"Gibson, Wilson and Smith",Angela Renee Mendoza,2025-01-18
439,Laboratory Gloves nitrile box of 100,7682,Competitive Bidding,499.75,520.13,Moore PLC,Casey Hernandez,2024-05-08
440,Spring Scale 500g,7410,Negotiated Procurement,678.62,729.57,Henson PLC,Sophia Christine Navarro,2025-01-07
441,Microscope Coverslips box of 100,7169,Competitive Bidding,598.75,641.2,Torres-White,Luke Andrew Navarro,2024-10-26
442,Hydrochloric Acid Science Laboratory,9971,Negotiated Procurement,1659.74,1780.24,Larsen-Davis,Jamie Thompson,2025-02-15
443,Laboratory Rubber Stoppers,1731,Direct Contracting,521.42,533.34,"Heath, Holt and Mitchell",Angela Renee Mendoza,2025-03-24
444,Thermometer (-10 to 110C),7641,Limited Source Bidding,907.7,934.64,Moore Group,Angela Ramirez,2024-09-13
445,Lab Manual - Grade 10 Science,9436,Competitive Bidding,1439.26,1436.51,Khan-Parker,Taylor Martinez,2024-06-29
446,Beaker 250ml,8318,Competitive Bidding,1228.19,1208.93,Bond Ltd,James Patrick Mendoza,2024-05-15
447,Tuning Fork 256 Hz,2310,Competitive Bidding,754.63,689.02,Taylor Group,Casey Hernandez,2024-12-31
448,Microscope Coverslips box of 100,3915,Direct Contracting,607.14,641.2,"Austin, Hernandez and Navarro",Alex Rivera,2024-10-06
449,Beaker 100ml,5497,Competitive Bidding,781.2,855.46,"Dunn, Thomas and Perez",Casey Hernandez,2024-10-31
