transaction_id,item_name,quantity,procurement_method,unit_price,average_price,supplier,procurement_officer,transaction_date
225,Laboratory Aprons pack of 10,3569,Competitive Bidding,2951.98,3094.0,Richardson Ltd,Angela Renee Mendoza,2024-09-30
226,Hot Plate basic,7235,Direct Contracting,1890.04,1701.84,George Inc,Jamie Thompson,2024-07-02
227,Spring Scale 500g,6721,Negotiated Procurement,802.43,729.57,Hinton-Thomas,Jamie Thompson,2024-12-24
228,Bunsen Burner,8218,Negotiated Procurement,1307.05,1198.4,Bradford-Watson,Casey Hernandez,2024-06-19
229,Graduated Cylinder 100ml,2477,Competitive Bidding,659.45,651.28,Powers Ltd,James Patrick Mendoza,2024-06-01
230,Ammeter basic,5399,Competitive Bidding,1210.72,1158.64,Martin-Gonzalez,Casey Hernandez,2024-08-18
231,Stopwatch digital,1287,Limited Source Bidding,617.84,587.22,"Beltran, Strong and Patton",Alex Rivera,2024-12-19
232,Pipette 10ml,5633,Competitive Bidding,866.77,914.14,Monroe and Sons,Luke Andrew Navarro,2024-07-02
233,Microscope Slides,6745,Negotiated Procurement,441.43,513.74,Hall Ltd,Alex Rivera,2024-11-15
234,Refracting Telescope 70mm,6165,Competitive Bidding,4674.56,4826.42,Briggs Group,Luke Andrew Navarro,2025-03-05
235,Thermometer (-10 to 110C),4802,Negotiated Procurement,987.11,934.64,Bush LLC,Casey Hernandez,2025-01-31
236,Hot Plate basic,4057,Competitive Bidding,1556.5,1701.84,Wright-Martinez,Morgan Cruz,2024-10-22
237,Pipette 10ml,6801,Competitive Bidding,934.72,914.14,Young Group,Christine Bautista,2024-06-26
238,Tuning Fork 256 Hz,3754,Limited Source Bidding,741.96,689.02,"Rodriguez, Carroll and Alexander",Taylor Martinez,2025-03-22
239,Laboratory Safety Goggles,4735,Competitive Bidding,696.82,711.31,"Keller, Hopkins and Bryant",James Patrick Mendoza,2025-01-24
240,Bar Magnet pair,8494,Competitive Bidding,453.26,450.69,Higgins PLC,Alex Rivera,2024-06-01
241,Stopwatch digital,3587,Competitive Bidding,537.09,587.22,"Lewis, Frank and Powell",James Patrick Mendoza,2024-05-24
242,Thermometer (-10 to 110C),4654,Limited Source Bidding,901.96,934.64,Evans PLC,James Patrick Mendoza,2024-12-07
243,Triple Beam Balance,4620,Limited Source Bidding,2948.69,3201.97,Johnson Ltd,Taylor Martinez,2024-07-30
244,Copper Sulfate,4748,Competitive Bidding,1713.56,1804.88,Jefferson and Sons,Sophia Christine Navarro,2024-06-19
245,Spring Scale 500g,2097,Negotiated Procurement,682.39,729.57,Thompson Inc,Sophia Christine Navarro,2024-05-13
246,Pipette 10ml,3532,Competitive Bidding,909.04,914.14,Hammond-Webb,Luke Andrew Navarro,2024-11-06
247,Erlenmeyer Flask 250ml,4566,Negotiated Procurement,1274.59,1280.16,Roberts-Curtis,Sophia Christine Navarro,2024-07-09
248,Filter Paper pack of 100,6316,Competitive Bidding,593.73,582.4,Lloyd LLC,Sophia Christine Navarro,2024-10-24
249,Spring Scale 500g,9489,Competitive Bidding,726.0,729.57,Smith Ltd,Luke Andrew Navarro,2025-01-11
250,Lens Set convex concave,8651,Limited Source Bidding,909.22,860.27,Becker-Boyer,Angela Ramirez,2025-03-16
251,Pipette 10ml,9256,Negotiated Procurement,891.48,914.14,Buck-Mitchell,Angela Ramirez,2025-01-09
252,Test Tube Brush,3508,Negotiated Procurement,371.35,407.9,Vang-Farrell,James Patrick Mendoza,2025-02-26
253,Microscope Slides,5708,Negotiated Procurement,471.98,513.74,"Velazquez, Cooper and Rogers",Angela Renee Mendoza,2024-08-31
254,Ammeter basic,2463,Competitive Bidding,1096.45,1158.64,"Rivera, Gonzalez and Alvarez",Taylor Martinez,2024-12-15
255,Beaker 250ml,5732,Competitive Bidding,1293.08,1208.93,"Murray, Mathis and Curtis",Sophia Christine Navarro,2024-11-11
256,Triple Beam Balance,8152,Competitive Bidding,3139.24,3201.97,"Lindsey, Anderson and Flores",Sophia Christine Navarro,2024-07-14
257,Lab Manual - Grade 10 Science,3183,Negotiated Procurement,1328.22,1436.51,Hill-Morales,Angela Ramirez,2024-04-13
258,Test Tube Brush,2779,Limited Source Bidding,370.62,407.9,Wright PLC,Alex Rivera,2025-02-17
259,Prism glass,5891,Limited Source Bidding,636.93,704.14,Kaufman-Carney,James Patrick Mendoza,2024-05-10
260,Laboratory Spatula stainless steel,2328,Competitive Bidding,526.76,553.62,Case Inc,Taylor Martinez,2024-12-28
261,Voltmeter basic,2001,Competitive Bidding,850.98,777.73,"Zuniga, Parks and Harrison",James Patrick Mendoza,2024-06-09
262,Laboratory Aprons pack of 10,5841,Competitive Bidding,3021.0,3094.0,Thomas-Joseph,James Patrick Mendoza,2024-05-12
263,Dropper Bottle 50ml,5353,Competitive Bidding,433.05,423.92,Brooks-Joseph,Sophia Christine Navarro,2024-08-13
264,Laboratory Spatula stainless steel,9477,Limited Source Bidding,546.53,553.62,"Moss, Barnett and Singh",Casey Hernandez,2024-12-21
265,Refracting Telescope 70mm,9927,Competitive Bidding,5284.74,4826.42,Davis-Garcia,Alex Rivera,2024-12-25
266,pH Meter basic,5984,Competitive Bidding,754.83,693.84,"Harris, Knox and Hansen",Casey Hernandez,2024-09-30
267,Triple Beam Balance,9613,Limited Source Bidding,3111.24,3201.97,Flores-Johnson,Alex Rivera,2024-04-10
268,Iron Filings 250g,6194,Limited Source Bidding,906.71,933.07,Arnold Ltd,Alex Rivera,2024-10-23
269,Fire Blanket,6256,Competitive Bidding,1195.21,1134.78,Mason-Smith,Taylor Martinez,2024-06-12
270,Iron Filings 250g,1309,Direct Contracting,1001.23,933.07,"Rivera, King and Martinez",Christine Bautista,2024-05-10
271,Hydrochloric Acid Science Laboratory,5602,Negotiated Procurement,1580.94,1780.24,Williams-Collins,Sophia Christine Navarro,2025-03-09
272,Beaker 250ml,1265,Negotiated Procurement,1059.77,1208.93,Foley-Rosario,Angela Renee Mendoza,2024-05-21
273,Beaker 100ml,1607,Negotiated Procurement,912.34,855.46,Jackson-Santos,Christine Bautista,2025-02-01
274,Dissecting Kit,7179,Competitive Bidding,828.24,856.35,Freeman Ltd,Alex Rivera,2025-04-01
275,Petri Dishes pack of 20,3519,Competitive Bidding,784.91,738.19,Brown-Reese,Morgan Cruz,2024-09-24
276,Beaker 100ml,1870,Competitive Bidding,892.37,855.46,"Huff, Vega and Allen",Casey Hernandez,2024-11-15
277,Fire Blanket,5406,Competitive Bidding,1119.54,1134.78,Shaw-Mitchell,Alex Rivera,2024-05-12
278,Beaker 100ml,9211,Direct Contracting,873.42,855.46,Hall Group,Casey Hernandez,2024-11-06
279,pH Meter basic,7910,Negotiated Procurement,605.06,693.84,Kaiser Group,Luke Andrew Navarro,2024-06-12
280,Hydrochloric Acid Science Laboratory,2979,Competitive Bidding,1821.63,1780.24,"James, Hendrix and Higgins",Angela Ramirez,2025-01-23
281,Laboratory Rubber Stoppers,1499,Limited Source Bidding,497.4,533.34,"Simmons, Hahn and Hogan",Sophia Christine Navarro,2024-09-28
282,Pipette 10ml,6408,Competitive Bidding,917.53,914.14,Gordon Inc,Jamie Thompson,2024-04-28
283,Thermometer (-10 to 110C),9367,Limited Source Bidding,920.29,934.64,Stewart Inc,Luke Andrew Navarro,2024-07-22
284,Test Tube 15ml,5656,Limited Source Bidding,765.69,819.28,Callahan LLC,James Patrick Mendoza,2024-12-10
285,Thermometer (-10 to 110C),6907,Competitive Bidding,987.49,934.64,"Perez, Bowen and Stewart",Taylor Martinez,2024-07-18
286,Hydrochloric Acid Science Laboratory,7070,Competitive Bidding,1725.84,1780.24,"Travis, Smith and Holmes",Luke Andrew Navarro,2024-07-04
287,Graduated Cylinder 100ml,9942,Competitive Bidding,636.54,651.28,Calderon-Gonzalez,Alex Rivera,2024-05-20
288,Microscope Coverslips box of 100,7399,Negotiated Procurement,564.18,641.2,Stewart LLC,Luke Andrew Navarro,2025-03-16
289,Pipette 10ml,9155,Competitive Bidding,996.87,914.14,English-Swanson,Jamie Thompson,2024-11-09
290,pH Meter basic,6165,Limited Source Bidding,676.21,693.84,Ferguson PLC,Christine Bautista,2025-02-09
291,Thermometer (-10 to 110C),4733,Limited Source Bidding,1001.25,934.64,Ramirez LLC,Angela Ramirez,2024-04-28
292,pH Meter basic,6689,Competitive Bidding,759.51,693.84,"Gonzales, Bryant and Schneider",Jamie Thompson,2024-12-04
293,Compound Microscope (1000x),7905,Competitive Bidding,5020.62,5498.64,"Nunez, Wilkinson and Curtis",James Patrick Mendoza,2024-07-22
294,Filter Paper pack of 100,1648,Competitive Bidding,588.83,582.4,"Kennedy, Rodriguez and Moore",Taylor Martinez,2024-07-24
295,Laboratory Agar Powder 100g,2908,Competitive Bidding,2220.09,2046.24,Robertson-Griffith,Morgan Cruz,2024-06-30
296,Triple Beam Balance,7881,Competitive Bidding,2906.09,3201.97,"Walter, Lewis and Strickland",Angela Renee Mendoza,2024-04-23
297,Triple Beam Balance,2496,Direct Contracting,3674.31,3201.97,"Mcgee, Hall and Jones",Angela Ramirez,2024-08-10
298,Laboratory Safety Goggles,9050,Competitive Bidding,727.62,711.31,Miller-Mason,James Patrick Mendoza,2024-11-24
299,Laboratory Rubber Stoppers,9646,Competitive Bidding,564.08,533.34,Garza and Sons,Taylor Martinez,2024-07-01
300,Microscope Coverslips box of 100,3481,Competitive Bidding,640.0,641.2,Smith-Waller,Angela Ramirez,2024-10-10
301,Laboratory Gloves nitrile box of 100,5209,Direct Contracting,468.95,520.13,Singleton-Romero,Christine Bautista,2024-07-25
302,Thermometer (-10 to 110C),8004,Competitive Bidding,916.69,934.64,Gray-Gallagher,Angela Renee Mendoza,2025-03-08
303,Test Tube Rack,3459,Competitive Bidding,1072.89,1114.18,"Patel, Carter and Smith",Angela Ramirez,2025-03-31
304,Fire Blanket,5399,Negotiated Procurement,1112.3,1134.78,Johns-Davenport,Taylor Martinez,2024-12-31
305,Bunsen Burner,8342,Competitive Bidding,1293.16,1198.4,"Richards, Anderson and Martinez",Morgan Cruz,2025-03-22
306,Laboratory Safety Goggles,2333,Competitive Bidding,674.2,711.31,Cox PLC,James Patrick Mendoza,2024-05-09
307,Copper Sulfate,5163,Competitive Bidding,1961.35,1804.88,Underwood-Adkins,Sophia Christine Navarro,2024-10-03
308,Ammeter basic,4395,Limited Source Bidding,1052.16,1158.64,Lopez LLC,Luke Andrew Navarro,2025-04-04
309,Voltmeter basic,7032,Negotiated Procurement,728.39,777.73,"Torres, Jones and Nielsen",Morgan Cruz,2024-12-04
310,Laboratory Alcohol Burner,3642,Competitive Bidding,573.69,574.0,Wood-Vance,Luke Andrew Navarro,2024-06-28
311,Hydrochloric Acid Science Laboratory,6350,Limited Source Bidding,1676.87,1780.24,"Taylor, Montgomery and Robbins",Sophia Christine Navarro,2025-02-15
312,Thermometer (-10 to 110C),7357,Competitive Bidding,901.46,934.64,Huber PLC,Alex Rivera,2025-02-09
313,Dissecting Kit,4990,Competitive Bidding,877.98,856.35,Ross-Williams,Sophia Christine Navarro,2024-06-29
314,Dropper Bottle 50ml,3110,Negotiated Procurement,444.51,423.92,"Scott, Anderson and Adams",Angela Renee Mendoza,2024-05-09
315,Bunsen Burner,2633,Competitive Bidding,1176.32,1198.4,Sloan-Rodriguez,Morgan Cruz,2025-01-05
316,Laboratory Spatula stainless steel,4133,Limited Source Bidding,499.0,553.62,"Simpson, Henry and Clark",Morgan Cruz,2025-02-13
317,Copper Sulfate,4660,Direct Contracting,2071.56,1804.88,Huang PLC,Taylor Martinez,2024-07-08
318,Microscope Slides,1597,Competitive Bidding,496.6,513.74,Johnson PLC,Taylor Martinez,2024-09-03
319,Laboratory Spatula stainless steel,6024,Negotiated Procurement,565.29,553.62,Bryant PLC,Casey Hernandez,2025-03-08
320,Ammeter basic,5527,Negotiated Procurement,1010.62,1158.64,"Knox, Burnett and Dickson",Morgan Cruz,2024-07-12
321,Laboratory Agar Powder 100g,8535,Direct Contracting,2350.47,2046.24,Peters Ltd,Alex Rivera,2024-10-11
322,Fire Blanket,3958,Direct Contracting,1201.98,1134.78,"Turner, Holmes and Snyder",Angela Renee Mendoza,2024-05-21
323,Laboratory Aprons pack of 10,3236,Limited Source Bidding,2911.12,3094.0,"Smith, Black and Foster",Casey Hernandez,2025-02-19
324,Microscope Slides,4470,Competitive Bidding,560.68,513.74,"Wright, Carter and Rojas",Angela Ramirez,2024-06-15
325,Prism glass,7302,Negotiated Procurement,648.27,704.14,Rodriguez Inc,Christine Bautista,2025-03-15
326,Refracting Telescope 70mm,2256,Limited Source Bidding,4574.48,4826.42,Shaw-Lynch,Sophia Christine Navarro,2024-07-26
327,Refracting Telescope 70mm,1038,Competitive Bidding,4473.58,4826.42,"Jackson, Nichols and Romero",Angela Ramirez,2024-05-11
328,Refracting Telescope 70mm,6527,Competitive Bidding,5144.59,4826.42,Li LLC,Morgan Cruz,2024-11-02
329,Bar Magnet pair,3266,Direct Contracting,458.31,450.69,King-Davenport,Casey Hernandez,2024-04-18
330,Lens Set convex concave,5240,Competitive Bidding,821.38,860.27,Gibson Inc,Angela Renee Mendoza,2024-06-17
331,Test Tube Rack,9818,Direct Contracting,1183.37,1114.18,Reed LLC,Luke Andrew Navarro,2024-10-03
332,Lab Manual - Grade 10 Science,5482,Limited Source Bidding,1341.84,1436.51,Ryan-Grimes,Angela Renee Mendoza,2024-11-27
333,Litmus Paper,6305,Limited Source Bidding,436.4,413.84,Hall LLC,Jamie Thompson,2024-04-23
334,Prism glass,4856,Competitive Bidding,658.49,704.14,"Miller, Wolfe and Harvey",Casey Hernandez,2024-06-30
335,Refracting Telescope 70mm,9056,Negotiated Procurement,5041.37,4826.42,"Hanson, Mcgee and Harmon",Angela Ramirez,2024-06-15
336,Lab Manual - Grade 10 Science,1857,Limited Source Bidding,1447.9,1436.51,Costa Ltd,James Patrick Mendoza,2024-06-01
337,Bar Magnet pair,1815,Limited Source Bidding,494.33,450.69,"Cummings, Riddle and Hernandez",James Patrick Mendoza,2024-11-22
338,Laboratory Safety Goggles,3306,Competitive Bidding,766.94,711.31,Patrick LLC,Angela Ramirez,2025-02-04
339,Universal Indicator Solution 100ml,4537,Limited Source Bidding,1095.97,1161.55,Daniel-Lucas,Jamie Thompson,2025-02-03
340,Bunsen Burner,8207,Competitive Bidding,1268.81,1198.4,Hernandez-Mitchell,Angela Ramirez,2025-01-24
341,pH Meter basic,1167,Competitive Bidding,714.05,693.84,Brown LLC,Casey Hernandez,2024-10-11
342,Bar Magnet pair,5182,Competitive Bidding,492.67,450.69,"Lawrence, Powell and Banks",Luke Andrew Navarro,2024-12-05
343,Bunsen Burner,1103,Limited Source Bidding,1268.82,1198.4,"Cooke, Smith and Bender",Alex Rivera,2024-05-29
344,Refracting Telescope 70mm,1485,Competitive Bidding,4758.87,4826.42,Martinez-Valenzuela,Angela Ramirez,2025-03-28
345,Lab Manual - Grade 10 Science,8654,Limited Source Bidding,1558.07,1436.51,Bailey-Miller,Jamie Thompson,2025-01-23
346,Bar Magnet pair,4223,Competitive Bidding,443.06,450.69,Brown and Sons,Alex Rivera,2024-07-05
347,Laboratory Safety Goggles,1844,Competitive Bidding,736.83,711.31,Fuentes PLC,Angela Renee Mendoza,2025-04-05
348,Litmus Paper,3961,Competitive Bidding,379.18,413.84,"Leon, Sanchez and Bell",Alex Rivera,2024-11-02
349,Laboratory Agar Powder 100g,8838,Competitive Bidding,2073.39,2046.24,Preston Group,Luke Andrew Navarro,2025-04-04
350,Ammeter basic,4821,Negotiated Procurement,1190.15,1158.64,Morris Group,Alex Rivera,2024-06-16
351,Test Tube Rack,7823,Direct Contracting,1076.23,1114.18,Taylor-Fischer,Luke Andrew Navarro,2024-12-01
352,Laboratory Rubber Stoppers,6469,Competitive Bidding,524.81,533.34,Reid LLC,Jamie Thompson,2024-07-22
353,Litmus Paper,8772,Competitive Bidding,383.16,413.84,Williams-Rose,James Patrick Mendoza,2024-04-09
354,Microscope Slides,7728,Negotiated Procurement,548.4,513.74,"Dawson, Cooper and Peck",Casey Hernandez,2024-08-28
355,Laboratory Rubber Stoppers,9724,Competitive Bidding,567.78,533.34,Morton-King,James Patrick Mendoza,2024-09-07
356,Filter Paper pack of 100,6081,Direct Contracting,596.53,582.4,"Garcia, Martin and Hall",Angela Renee Mendoza,2025-03-06
357,Filter Paper pack of 100,6903,Direct Contracting,495.13,582.4,Haley Ltd,Alex Rivera,2024-04-25
358,Universal Indicator Solution 100ml,2982,Competitive Bidding,1188.14,1161.55,Phillips PLC,Angela Ramirez,2024-04-08
359,Microscope Coverslips box of 100,3825,Direct Contracting,610.96,641.2,Bolton and Sons,James Patrick Mendoza,2024-05-14
360,Laboratory Gloves nitrile box of 100,8109,Competitive Bidding,503.25,520.13,Mitchell PLC,Luke Andrew Navarro,2024-10-03
361,Microscope Slides,5514,Limited Source Bidding,479.94,513.74,Sullivan-White,Sophia Christine Navarro,2024-07-10
362,Ammeter basic,6055,Competitive Bidding,1134.55,1158.64,"Wilkerson, Welch and Thompson",Morgan Cruz,2024-05-13
363,Laboratory Aprons pack of 10,4071,Competitive Bidding,3332.34,3094.0,Frazier and Sons,Morgan Cruz,2024-06-22
364,Spring Scale 500g,8157,Competitive Bidding,733.56,729.57,"Crane, Moore and Downs",Taylor Martinez,2024-05-28
365,Iron Filings 250g,6464,Competitive Bidding,918.51,933.07,"Phillips, Brown and Hendrix",Luke Andrew Navarro,2025-04-02
366,Microscope Slides,8341,Direct Contracting,491.35,513.74,Rodriguez-Parker,James Patrick Mendoza,2024-05-12
367,Fire Blanket,5649,Competitive Bidding,1049.77,1134.78,Nguyen-Kline,Luke Andrew Navarro,2024-05-24
368,Iron Filings 250g,4276,Limited Source Bidding,901.17,933.07,Taylor PLC,Luke Andrew Navarro,2024-11-09
369,Copper Sulfate,6702,Competitive Bidding,1754.41,1804.88,Hamilton-Blanchard,Angela Ramirez,2024-10-16
370,Voltmeter basic,4784,Competitive Bidding,738.85,777.73,"Berry, Townsend and Everett",Morgan Cruz,2024-07-12
371,Test Tube Rack,1761,Competitive Bidding,1037.48,1114.18,Moody-Burke,Taylor Martinez,2024-09-02
372,Laboratory Agar Powder 100g,1073,Negotiated Procurement,2177.65,2046.24,Kelly-Griffin,Angela Renee Mendoza,2024-07-25
373,Beaker 250ml,1008,Negotiated Procurement,1085.74,1208.93,"Lee, Mckenzie and Parker",Luke Andrew Navarro,2024-09-12
374,Refracting Telescope 70mm,6863,Competitive Bidding,4668.12,4826.42,Pittman-Solis,Morgan Cruz,2024-05-04
375,Laboratory Agar Powder 100g,6741,Direct Contracting,2013.21,2046.24,Morrow-Jordan,Christine Bautista,2024-12-11
376,Laboratory Safety Goggles,4939,Competitive Bidding,725.84,711.31,Church-Gray,Angela Ramirez,2025-01-16
377,Prism glass,5602,Competitive Bidding,635.08,704.14,Perkins-Braun,James Patrick Mendoza,2025-02-06
378,Lens Set convex concave,6568,Limited Source Bidding,813.34,860.27,"Olson, Carter and Villarreal",Taylor Martinez,2025-03-01
379,Tuning Fork 256 Hz,6152,Competitive Bidding,739.75,689.02,Mullins-Boyd,Jamie Thompson,2025-03-29
380,Stopwatch digital,6223,Limited Source Bidding,626.49,587.22,Mason Ltd,Taylor Martinez,2024-04-25
381,Erlenmeyer Flask 250ml,5332,Limited Source Bidding,1272.36,1280.16,Mccoy Inc,Casey Hernandez,2024-06-28
382,Ammeter basic,7461,Negotiated Procurement,994.05,1158.64,"Maldonado, Hardy and Chandler",Luke Andrew Navarro,2025-01-18
383,Microscope Coverslips box of 100,3562,Direct Contracting,666.26,641.2,"Smith, Davis and Bryan",Jamie Thompson,2024-12-28
384,Fire Blanket,3137,Direct Contracting,1123.47,1134.78,"Wright, Martin and Howard",Taylor Martinez,2024-11-12
385,Laboratory Alcohol Burner,1061,Competitive Bidding,600.89,574.0,Morris-Rosales,Christine Bautista,2024-09-12
386,Test Tube 15ml,2260,Negotiated Procurement,812.91,819.28,Johnson LLC,Angela Ramirez,2024-10-22
387,Laboratory Gloves nitrile box of 100,6859,Negotiated Procurement,527.85,520.13,"Hall, Hansen and Oliver",Sophia Christine Navarro,2024-05-04
388,Thermometer (-10 to 110C),4081,Negotiated Procurement,949.98,934.64,Brock-Cross,Angela Renee Mendoza,2025-01-17
389,Erlenmeyer Flask 250ml,4120,Limited Source Bidding,1227.53,1280.16,"Cross, Santos and Torres",Angela Ramirez,2024-08-13
390,Voltmeter basic,1688,Competitive Bidding,759.32,777.73,Roberts PLC,Sophia Christine Navarro,2024-09-08
391,Compound Microscope (1000x),8774,Negotiated Procurement,4848.51,5498.64,Stout-Ortega,Luke Andrew Navarro,2025-03-11
392,Laboratory Gloves nitrile box of 100,6811,Negotiated Procurement,569.93,520.13,King PLC,Casey Hernandez,2025-01-10
393,Ammeter basic,6458,Competitive Bidding,1044.69,1158.64,Tran-Harris,Sophia Christine Navarro,2025-01-28
394,Litmus Paper,8696,Negotiated Procurement,472.01,413.84,"Brown, Randall and Cohen",Jamie Thompson,2025-03-21
395,pH Meter basic,7272,Competitive Bidding,660.97,693.84,"Barry, Gibbs and Scott",Angela Renee Mendoza,2024-06-26
396,Test Tube 15ml,3996,Competitive Bidding,753.59,819.28,Jefferson LLC,Jamie Thompson,2024-11-23
397,Universal Indicator Solution 100ml,3801,Direct Contracting,1288.64,1161.55,"Hardin, Butler and Powell",Morgan Cruz,2024-05-27
398,Compound Microscope (1000x),1444,Competitive Bidding,5543.79,5498.64,"Hill, Wells and Hall",Luke Andrew Navarro,2024-05-25
399,Funnel plastic 100mm,2587,Direct Contracting,842.61,739.87,Fuller and Sons,Angela Renee Mendoza,2025-02-08
400,Test Tube Rack,9155,Negotiated Procurement,1093.97,1114.18,Mitchell LLC,Morgan Cruz,2025-01-27
401,Laboratory Rubber Stoppers,4022,Competitive Bidding,548.96,533.34,"Morrison, Cooper and Rios",Angela Ramirez,2024-04-30
402,Laboratory Alcohol Burner,8563,Competitive Bidding,556.7,574.0,Holloway-Robinson,James Patrick Mendoza,2024-10-16
403,Test Tube Rack,1553,Competitive Bidding,1210.85,1114.18,"Diaz, Hendricks and Patterson",Morgan Cruz,2024-05-31
404,Stopwatch digital,3353,Negotiated Procurement,658.81,587.22,West Inc,Casey Hernandez,2024-07-17
405,Beaker 50ml,5676,Direct Contracting,936.8,836.08,Lynch PLC,James Patrick Mendoza,2024-06-15
406,Erlenmeyer Flask 250ml,1390,Limited Source Bidding,1297.26,1280.16,"Navarro, Medina and Howard",Alex Rivera,2025-04-06
407,Lens Set convex concave,3766,Competitive Bidding,833.13,860.27,Carter-Stevens,Christine Bautista,2025-01-20
408,Iron Filings 250g,4100,Negotiated Procurement,1065.58,933.07,Gamble-Reed,Angela Renee Mendoza,2024-05-06
409,Triple Beam Balance,4378,Negotiated Procurement,2854.59,3201.97,"Morris, Bautista and Garcia",Casey Hernandez,2025-02-08
410,Laboratory Agar Powder 100g,1131,Competitive Bidding,2213.82,2046.24,Obrien-Jones,Luke Andrew Navarro,2024-04-18
411,Hydrochloric Acid Science Laboratory,3302,Negotiated Procurement,1545.07,1780.24,Ross LLC,Jamie Thompson,2024-06-01
412,Beaker 250ml,6344,Competitive Bidding,1240.94,1208.93,Crawford-Roman,Angela Ramirez,2024-10-31
413,Tuning Fork 256 Hz,8220,Limited Source Bidding,707.63,689.02,Osborn-Jackson,Jamie Thompson,2025-03-21
414,Laboratory Alcohol Burner,5623,Direct Contracting,494.04,574.0,"Hodge, Hamilton and Jackson",Christine Bautista,2025-03-18
415,Lab Manual - Grade 10 Science,7344,Limited Source Bidding,1492.92,1436.51,Mann-Gonzalez,Alex Rivera,2025-01-25
416,Filter Paper pack of 100,6120,Competitive Bidding,567.6,582.4,Carter Ltd,Taylor Martinez,2024-08-17
417,pH Meter basic,3681,Negotiated Procurement,674.46,693.84,"Kim, Stewart and Contreras",Sophia Christine Navarro,2024-05-01
418,Graduated Cylinder 100ml,3342,Limited Source Bidding,683.88,651.28,Thomas-Reynolds,Angela Ramirez,2025-03-13
419,Laboratory Safety Goggles,8123,Limited Source Bidding,781.01,711.31,Wagner Group,Casey Hernandez,2024-11-12
420,Lab Manual - Grade 10 Science,4129,Limited Source Bidding,1471.64,1436.51,Hess-Barnett,Sophia Christine Navarro,2024-07-31
421,Graduated Cylinder 100ml,8144,Direct Contracting,712.46,651.28,Higgins-Martinez,Christine Bautista,2025-03-02
422,Triple Beam Balance,3706,Competitive Bidding,2905.66,3201.97,"Murray, Howard and Graham",Luke Andrew Navarro,2024-07-21
423,Beaker 250ml,2016,Direct Contracting,1053.89,1208.93,James-Ortiz,Angela Ramirez,2024-06-15
424,Iron Filings 250g,8846,Limited Source Bidding,894.28,933.07,Gonzalez and Sons,Luke Andrew Navarro,2024-08-09
425,Microscope Coverslips box of 100,5135,Limited Source Bidding,614.78,641.2,Marsh LLC,Taylor Martinez,2024-12-29
426,pH Meter basic,5571,Direct Contracting,717.9,693.84,"Chambers, Ingram and Grant",Angela Ramirez,2024-04-10
427,Test Tube Rack,5185,Negotiated Procurement,1160.05,1114.18,Rhodes and Sons,Luke Andrew Navarro,2024-09-14
428,Universal Indicator Solution 100ml,4298,Limited Source Bidding,1127.3,1161.55,Johnson and Sons,Casey Hernandez,2025-01-27
429,Fire Blanket,7665,Negotiated Procurement,1093.09,1134.78,Jones LLC,Morgan Cruz,2025-03-11
430,Refracting Telescope 70mm,5561,Negotiated Procurement,4591.52,4826.42,Cruz-Johnston,Luke Andrew Navarro,2024-10-05
431,Pipette 10ml,3857,Competitive Bidding,849.43,914.14,Martinez-Bell,Jamie Thompson,2025-03-21
432,Laboratory Alcohol Burner,2337,Competitive Bidding,521.7,574.0,Lewis-Barr,Morgan Cruz,2025-02-15
433,Beaker 100ml,7618,Competitive Bidding,809.88,855.46,"Lee, Thompson and Berg",Angela Renee Mendoza,2024-10-06
434,Fire Blanket,3679,Competitive Bidding,1056.42,1134.78,Harmon-Hill,James Patrick Mendoza,2024-09-17
435,Dropper Bottle 50ml,6117,Limited Source Bidding,390.16,423.92,Ward-Castro,Alex Rivera,2024-10-02
436,Beaker 100ml,8466,Limited Source Bidding,865.08,855.46,Garcia Group,Luke Andrew Navarro,2024-12-25
437,Microscope Coverslips box of 100,9246,Competitive Bidding,639.05,641.2,Ho-Rich,Christine Bautista,2025-03-16
438,Spring Scale 500g,2394,Competitive Bidding,754.73,729.57,"Wood, Perez and Manning",Taylor Martinez,2024-08-06
439,Stopwatch digital,6840,Limited Source Bidding,570.36,587.22,Lewis-Whitney,Taylor Martinez,2024-11-18
440,Thermometer (-10 to 110C),9493,Competitive Bidding,928.09,934.64,"Page, Little and Wallace",Taylor Martinez,2025-03-11
441,Laboratory Agar Powder 100g,2307,Competitive Bidding,2013.2,2046.24,Johnson and Sons,Morgan Cruz,2024-08-18
442,Prism glass,9118,Limited Source Bidding,707.62,704.14,"Rivers, Mcdaniel and Anderson",Sophia Christine Navarro,2024-04-13
443,Thermometer (-10 to 110C),7936,Negotiated Procurement,972.81,934.64,Herman-Wood,James Patrick Mendoza,2024-05-19
444,Beaker 250ml,8808,Negotiated Procurement,1369.57,1208.93,Wood-Arnold,Angela Ramirez,2025-02-06
445,Microscope Slides,3839,Competitive Bidding,529.55,513.74,Rush and Sons,Luke Andrew Navarro,2024-07-30
446,Bar Magnet pair,3456,Competitive Bidding,468.81,450.69,Jacobs-Reed,Angela Ramirez,2024-11-27
447,Microscope Coverslips box of 100,5254,Competitive Bidding,657.73,641.2,"Larson, Johnson and Brooks",Morgan Cruz,2024-10-21
448,Laboratory Alcohol Burner,5499,Negotiated Procurement,658.65,574.0,"Flores, Logan and Schultz",Luke Andrew Navarro,2024-06-05
449,Pipette 10ml,3465,Negotiated Procurement,914.48,914.14,Moreno-Pena,Jamie Thompson,2024-08-28
